rcid,date,me,nu,di,hr,co,ec,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,SRB,ZAF,ZMB,ZWE
27,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
28,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
29,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,2,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
30,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,2,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
31,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
32,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
33,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
34,1946-12-06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,1,9,2,1,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
35,1946-12-07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,1,9,9,2,9,9,9,1,9,9,9,9,9,9,9,1,9,1,2,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,8,9,8,1,9,9,9,1,9,9,2,9,9,2,9,9,9,9,9,9,2,9,1,9,1,9,8,9,9,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,8,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,2,8,9,9,2,9,9,8,8,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,2,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,2,9,9
36,1946-12-07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,9,9,9,9,3,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,3,1,9,9,9,9,9,1,9,2,9,9,9,9,9,3,9,9,1,3,9,9,9,9,9,1,1,9,1,3,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,3,9,3,9,8,9,9,3,9,2,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,1,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,9,9,1,9,9,1,1,3,9,9,3,9,9,1,9,9,3,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,1,9,9,3,9,9,8,9,9,9,9,9,9,1,9,3,9,9,3,1,2,9,9,3,9,9,9,9,3,1,9,9
37,1946-12-07,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,9,9,9,9,1,9,9,3,9,9,9,2,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,2,9,9,9,9,9,3,9,9,1,1,9,9,9,9,9,1,2,9,2,1,9,9,9,3,9,9,3,9,9,1,9,9,9,9,9,9,2,9,3,9,1,9,2,9,9,3,9,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,1,9,9,1,2,2,9,9,3,9,9,1,9,9,3,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,2,9,9,3,1,3,9,9,2,9,9,9,9,3,3,9,9
38,1946-12-07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,9,9,9,9,1,9,9,3,9,9,9,1,9,9,9,9,9,9,9,2,9,1,1,9,9,9,9,9,1,9,2,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,1,2,9,2,1,9,9,9,2,9,9,2,9,9,1,9,9,9,9,9,9,2,9,2,9,1,9,8,9,9,1,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,1,9,9,1,2,1,9,9,1,9,9,1,9,9,2,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,8,9,9,9,9,9,9,1,9,1,9,9,2,1,1,9,9,1,9,9,9,9,2,2,9,9
39,1946-12-07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,9,9,9,9,2,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,2,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,8,1,9,9,9,9,9,3,1,9,3,1,9,9,9,1,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,1,9,8,9,9,1,9,1,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,8,9,9,9,9,9,9,3,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,3,9,9,2,9,9,1,8,1,9,9,1,9,9,1,9,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,1,9,9,8,9,9,9,9,9,9,2,9,1,9,9,1,3,3,9,9,1,9,9,9,9,1,3,9,9
40,1946-12-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,3,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,3,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,1,9,1,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,1,9,9,1,9,9,1,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,1,9,9,3,9,9,8,9,9,9,9,9,9,1,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,1,9,9
9004,1947-05-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,2,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,2,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,1,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,8,9,9,2,9,9,1,9,9,2,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,2,9,9,1,9,9,9,9,9,9,2,9,1,9,9,2,1,1,9,9,1,9,9,9,9,2,1,9,9
9005,1947-05-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,3,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,1,9,1,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,8,9,9,8,9,9,1,9,9,1,9,3,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,3,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,1,9,9
9006,1947-05-02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,3,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,8,9,9,1,9,1,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,8,9,9,8,9,9,1,9,9,1,9,3,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,3,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,1,9,9
9001,1947-05-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,9,9,9,1,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,2,3,9,9,9,9,9,3,9,3,9,9,9,9,9,2,9,9,8,1,9,9,9,9,9,3,2,9,3,1,9,9,9,2,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,3,9,2,9,9,1,9,1,1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,9,9,9,9,9,9,8,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,3,3,9,9,3,9,9,3,3,3,9,9,8,9,9,8,9,9,1,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,3,9,9,1,9,9,8,9,9,9,9,9,9,1,9,3,9,9,1,3,3,9,9,3,9,9,9,9,1,3,9,9
9002,1947-05-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,9,9,9,2,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,1,9,9,9,9,9,3,9,9,8,3,9,9,9,9,9,3,2,9,3,3,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,3,9,3,9,9,3,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,3,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,3,9,9,3,3,3,9,9,8,9,9,3,9,9,1,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,3,9,9,3,9,9,2,9,9,9,9,9,9,3,9,3,9,9,1,2,3,9,9,2,9,9,9,9,1,1,9,9
9003,1947-05-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,8,1,9,9,9,9,9,1,1,9,1,3,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,1,9,9,2,9,2,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,9,1,1,1,9,9,8,9,9,1,9,9,1,9,3,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,3,9,9,2,9,9,9,9,9,9,3,9,1,9,9,1,1,1,9,9,1,9,9,9,9,1,1,9,9
46,1947-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,8,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,2,9,9,9,2,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,1,9,9,1,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,8,1,1,1,9,9,3,9,9,1,9,9,3,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,2,9,9,1,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,1,9,9,9,9,3,1,9,9
51,1947-10-02,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,2,9,9,8,2,9,9,9,9,9,3,3,9,2,2,9,9,9,2,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,8,9,1,9,9,1,9,2,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,3,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,3,9,1,2,2,2,9,9,1,9,9,8,9,9,1,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,3,9,9,1,9,9,8,9,9,9,9,9,9,3,9,2,9,9,1,3,3,9,9,2,9,9,9,9,1,3,9,9
47,1947-10-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,9,9,9,9,1,9,9,2,9,9,9,1,9,9,9,9,9,9,9,3,9,1,3,9,9,9,9,9,1,9,3,9,9,9,9,9,3,9,9,1,1,9,9,9,9,9,1,1,9,8,3,9,9,9,2,9,9,1,9,9,1,9,9,9,9,9,9,8,9,3,9,3,9,3,9,9,3,9,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,3,9,9,1,9,3,3,1,3,9,9,3,9,9,1,9,9,3,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,2,9,9,2,9,9,9,9,9,9,1,9,2,9,9,3,2,1,9,9,3,9,9,9,9,3,1,9,9
48,1947-10-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,2,1,9,1,2,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,2,9,1,9,1,9,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,1,9,1,1,1,1,9,9,3,9,9,1,9,9,3,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,9,2,9,9,1,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,1,9,9,9,9,3,1,9,9
49,1947-10-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,3,9,9,3,3,9,9,9,9,9,2,3,9,2,1,9,9,9,2,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,3,9,3,9,9,2,9,2,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,3,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,2,9,9,3,9,2,3,3,3,9,9,1,9,9,3,9,9,1,9,2,9,9,9,9,9,3,9,9,9,9,9,9,9,2,9,9,2,9,9,3,9,9,9,9,9,9,3,9,2,9,9,1,3,3,9,9,3,9,9,9,9,1,3,9,9
50,1947-10-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,3,9,9,3,3,9,9,9,9,9,3,3,9,3,2,9,9,9,3,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,3,9,3,9,9,2,9,2,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,3,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,3,9,3,3,3,3,9,9,1,9,9,3,9,9,1,9,2,9,9,9,9,9,3,9,9,9,9,9,9,9,3,9,9,2,9,9,3,9,9,9,9,9,9,3,9,3,9,9,1,3,3,9,9,3,9,9,9,9,1,3,9,9
56,1947-11-01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,3,9,9,1,3,9,9,9,9,9,1,1,9,1,1,9,9,9,3,9,9,1,9,9,1,9,9,9,9,9,9,1,9,3,9,2,9,3,9,9,3,9,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,1,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,2,1,1,2,9,9,3,9,9,1,9,9,3,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,2,9,9,3,9,9,9,9,9,9,1,9,3,9,9,3,1,1,9,9,2,9,9,9,9,3,1,9,9
57,1947-11-01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,3,9,9,9,9,9,1,1,9,1,3,9,9,9,3,9,9,1,9,9,1,9,9,9,9,9,9,1,9,3,9,2,9,3,9,9,3,9,3,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9,9,1,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,3,8,1,3,9,9,3,9,9,1,9,9,3,9,3,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,1,9,9,3,9,9,9,9,9,9,2,9,3,9,9,3,1,1,9,9,3,9,9,9,9,3,1,9,9
58,1947-11-01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,9,9,9,9,3,9,9,3,9,9,9,3,9,9,9,9,9,9,9,1,9,3,3,9,9,9,9,9,3,9,3,9,9,9,9,9,3,9,9,3,2,9,9,9,9,9,3,3,9,3,2,9,9,9,1,9,9,3,9,9,3,9,9,9,9,9,9,3,9,2,9,2,9,1,9,9,1,9,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,3,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,1,9,2,8,2,1,9,9,1,9,9,3,9,9,1,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,3,9,9,2,9,9,1,9,9,9,9,9,9,2,9,1,9,9,1,3,3,9,9,2,9,9,9,9,1,3,9,9
62,1947-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,9,9,9,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,3,9,1,1,9,9,9,9,9,1,9,1,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,1,1,9,1,1,9,9,9,3,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,9,1,9,1,9,9,3,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,1,9,1,1,1,1,9,9,3,9,9,8,9,9,3,9,8,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,8,9,9,8,9,9,9,9,9,9,1,9,1,9,9,3,1,1,9,9,1,9,9,9,9,3,1,9,9
